"FD.metric","measure","x_y.quantile","x_y.obs_value","x_y.median_perm_value","y_x.quantile","y_x.obs_value","y_x.median_perm_value","state.metric","system","res","troph","x_y.sig","y_x.sig"
"FEve","max.skill",0.934,0.244544228124071,0.160511369661702,1,0.374676537012364,0.164698971022208,"Z_P.ratio","Kinneret","Month","Phytoplankton","","*"
"FEve","t.max.skill",0.216,-41,-2,0.438,-1,8,"Z_P.ratio","Kinneret","Month","Phytoplankton","",""
"FRic","r0.skill",1,0.52757917701828,0.149373726751813,1,0.664896274957581,0.138289676197464,"Community","Kinneret","Month","Phytoplankton","*","*"
"FRic","max.skill",1,0.559081520220663,0.31567685856147,1,0.664896274957581,0.32377253870259,"Community","Kinneret","Month","Phytoplankton","*","*"
"FRic","t.max.skill",0.49,-5,-1.5,0.424,0,11,"Community","Kinneret","Month","Phytoplankton","",""
"FRic","r0.skill",0.826,0.2548462299769,0.16834985317579,0.954,0.31574356245309,0.131644234067364,"Density","Kinneret","Month","Phytoplankton","",""
"FRic","max.skill",1,0.508530692448665,0.33459241282003,1,0.600745341579095,0.309594514679876,"Density","Kinneret","Month","Phytoplankton","*","*"
"FRic","t.max.skill",0.098,-54,2,1,60,4,"Density","Kinneret","Month","Phytoplankton","","*"
"FRic","r0.skill",0.998,0.476788028961864,0.176166453090506,1,0.483188171766226,0.124675222667587,"FI","Kinneret","Month","Phytoplankton","*","*"
"FRic","max.skill",0.99,0.545743881203408,0.357842358742606,0.998,0.525427418606186,0.318203354282659,"FI","Kinneret","Month","Phytoplankton","*","*"
"FRic","t.max.skill",0.16,-46,2,0.472,4,8,"FI","Kinneret","Month","Phytoplankton","",""
"FRic","r0.skill",1,0.404885904409434,0.0421529293329864,1,0.682218222779883,0.424235222598344,"MVI","Kinneret","Month","Phytoplankton","*","*"
"FRic","max.skill",1,0.58423779217767,0.200502012563315,1,0.803773822158995,0.58809471827896,"MVI","Kinneret","Month","Phytoplankton","*","*"
"FRic","t.max.skill",0.054,-60,-4,0.95,57,3.5,"MVI","Kinneret","Month","Phytoplankton","",""
"FRic","r0.skill",1,0.443683573459781,0.140401700770011,1,0.487135332158075,0.115611816101685,"Z_P.ratio","Kinneret","Month","Phytoplankton","*","*"
"FRic","max.skill",1,0.462905800682696,0.291332304164538,1,0.639136816868234,0.299754836706678,"Z_P.ratio","Kinneret","Month","Phytoplankton","*","*"
"FRic","t.max.skill",0.508,-3,-4,0.798,45,9,"Z_P.ratio","Kinneret","Month","Phytoplankton","",""
"FDis","r0.skill",0.986,0.207413803184841,0.0116018170571128,1,0.302654625199084,0.0559008553263476,"Community","Kinneret","Month","Zooplankton","*","*"
"FDis","max.skill",0.992,0.315267423888698,0.16856612890433,1,0.405182751158485,0.191804506394304,"Community","Kinneret","Month","Zooplankton","*","*"
"FDis","t.max.skill",0.304,-30,-2.5,0.698,27,-3.5,"Community","Kinneret","Month","Zooplankton","",""
"FDis","r0.skill",0.932,0.124656892945047,0.00700903448937798,0.992,0.189607112637429,0.0548276436125757,"Density","Kinneret","Month","Zooplankton","","*"
"FDis","max.skill",0.992,0.343068878867404,0.180254047939109,1,0.389435375710342,0.188630475781557,"Density","Kinneret","Month","Zooplankton","*","*"
"FDis","t.max.skill",0.666,26,2.5,0.96,56,-1,"Density","Kinneret","Month","Zooplankton","",""
"FDis","r0.skill",1,0.292664503928703,0.0200816745831483,0.446,0.0245078179784524,0.0331962596181674,"FI","Kinneret","Month","Zooplankton","*",""
"FDis","max.skill",0.998,0.407819944384528,0.198480061601132,1,0.36588820185514,0.18330019945074,"FI","Kinneret","Month","Zooplankton","*","*"
"FDis","t.max.skill",0.606,18,4,0.344,-24,2.5,"FI","Kinneret","Month","Zooplankton","",""
"FDis","r0.skill",0.684,0.0599706979077761,0.00522056689667975,0.954,0.307306443697,0.207365936304357,"MVI","Kinneret","Month","Zooplankton","",""
"FDis","max.skill",0.656,0.221245107094879,0.189204326152945,0.902,0.37462365407375,0.331333436127722,"MVI","Kinneret","Month","Zooplankton","",""
"FDis","t.max.skill",0.72,29,-4.5,0.038,-59,15.5,"MVI","Kinneret","Month","Zooplankton","",""
"FDis","r0.skill",1,0.299149001312631,0.0143003444262529,1,0.284306438966548,0.035535200024385,"Z_P.ratio","Kinneret","Month","Zooplankton","*","*"
"FDis","max.skill",1,0.372471519488023,0.162739212239901,1,0.398834669111731,0.17345984312447,"Z_P.ratio","Kinneret","Month","Zooplankton","*","*"
"FDis","t.max.skill",0.308,-29,1.5,0.66,28,7,"Z_P.ratio","Kinneret","Month","Zooplankton","",""
"FEve","r0.skill",0.84,0.0827926904188727,0.0019001329715147,1,0.233430316015847,0.0453003641269983,"Community","Kinneret","Month","Zooplankton","","*"
"FEve","max.skill",0.994,0.309972905511925,0.162706192624379,1,0.320270436215259,0.173736715219817,"Community","Kinneret","Month","Zooplankton","*","*"
"FEve","t.max.skill",1,60,-7,0.962,58,-3,"Community","Kinneret","Month","Zooplankton","*",""
"FEve","r0.skill",0.994,0.186857641165231,0.0039280069739027,0.998,0.244314169849928,0.0476982814167191,"Density","Kinneret","Month","Zooplankton","*","*"
"FEve","max.skill",1,0.385490454391249,0.173270293013407,1,0.358810205864095,0.173979481688736,"Density","Kinneret","Month","Zooplankton","*","*"
"FEve","t.max.skill",0.874,50,1,0.944,56,6,"Density","Kinneret","Month","Zooplankton","",""
"FEve","r0.skill",0.62,0.021545988996242,-0.00665561970658905,1,0.26539809595312,0.0176957408330883,"FI","Kinneret","Month","Zooplankton","","*"
"FEve","max.skill",0.728,0.218069527797424,0.181940318326163,1,0.296203750800068,0.160013405630684,"FI","Kinneret","Month","Zooplankton","","*"
"FEve","t.max.skill",1,60,-1,0.52,3,1,"FI","Kinneret","Month","Zooplankton","*",""
"FEve","r0.skill",0.776,0.0921408580243417,0.00560940010881758,0.998,0.300175352872964,0.145035564172983,"MVI","Kinneret","Month","Zooplankton","","*"
"FEve","max.skill",0.984,0.39444998563033,0.182921796464484,0.992,0.350464974237855,0.270103385344938,"MVI","Kinneret","Month","Zooplankton","*","*"
"FEve","t.max.skill",1,60,-2,0.004,-60,11,"MVI","Kinneret","Month","Zooplankton","*","*"
"FEve","r0.skill",0.994,0.209985317643124,0.00939411335691376,1,0.252242010274334,0.0320691091191796,"Z_P.ratio","Kinneret","Month","Zooplankton","*","*"
"FEve","max.skill",1,0.365372537882191,0.160378836254582,1,0.33921238548014,0.161278176239603,"Z_P.ratio","Kinneret","Month","Zooplankton","*","*"
"FEve","t.max.skill",0.262,-33,4.5,0.98,58,10,"Z_P.ratio","Kinneret","Month","Zooplankton","","*"
"FRic","r0.skill",0.91,0.11481652172172,-0.00280492577681509,1,0.212426290433633,0.0396122013183218,"Community","Kinneret","Month","Zooplankton","","*"
"FRic","max.skill",0.998,0.319016039648816,0.162265705814129,0.996,0.248358718748383,0.157403654903973,"Community","Kinneret","Month","Zooplankton","*","*"
"FRic","t.max.skill",0.086,-53,3,0.462,-5,1.5,"Community","Kinneret","Month","Zooplankton","",""
"FRic","r0.skill",0.992,0.198634723760409,-0.011222922021376,1,0.280754971984781,0.032145984990289,"Density","Kinneret","Month","Zooplankton","*","*"
"FRic","max.skill",0.976,0.300656532259992,0.161838818697908,1,0.293969325743793,0.162467753116812,"Density","Kinneret","Month","Zooplankton","*","*"
"FRic","t.max.skill",0.832,46,-1.5,0.46,-1,4,"Density","Kinneret","Month","Zooplankton","",""
"FRic","r0.skill",0.134,-0.105462553771742,-0.00516001135088646,0.988,0.135601356370298,0.0174269951066768,"FI","Kinneret","Month","Zooplankton","","*"
"FRic","max.skill",0.43,0.164548389788377,0.177447185747525,0.8,0.178907738252387,0.151644887031011,"FI","Kinneret","Month","Zooplankton","",""
"FRic","t.max.skill",0.106,-53,-5.5,0.502,1,0.5,"FI","Kinneret","Month","Zooplankton","",""
"FRic","r0.skill",1,0.243892012191897,-0.00371428347890491,0.688,0.113514762082964,0.0890681308610142,"MVI","Kinneret","Month","Zooplankton","*",""
"FRic","max.skill",1,0.332143748390234,0.10335925831533,0.934,0.265152730517863,0.220552421580495,"MVI","Kinneret","Month","Zooplankton","*",""
"FRic","t.max.skill",0.936,55,-6.5,0.394,-17,0,"MVI","Kinneret","Month","Zooplankton","",""
"FRic","r0.skill",1,0.221141420313773,-0.00284428564265521,1,0.207115720314615,0.0282277056688038,"Z_P.ratio","Kinneret","Month","Zooplankton","*","*"
"FRic","max.skill",1,0.34327388432253,0.150567737353637,1,0.273772753569331,0.150858379902308,"Z_P.ratio","Kinneret","Month","Zooplankton","*","*"
"FRic","t.max.skill",0.082,-52,1,0.386,-13,2.5,"Z_P.ratio","Kinneret","Month","Zooplankton","",""
